Title,Production,Episodes,Source,Genre,Airdate,Rating,Voters,Theme
Beyblade Burst,OLM,51,Original,"Action,Adventure,Sci-Fi,Sports","Apr 4, 2016, 17:55 (JST)",6.39,"23,322",Kids
Mahou Shoujo Lyrical Nanoha ViVid,A-1 Pictures,12,Manga,"Action,Adventure","Apr 3, 2015, 22:30 (JST)",6.73,"23,176",Martial Arts
Yaoguai Mingdan,Haoliners Animation League,18,Web manga,"Action,Comedy,Fantasy,Romance",,6.89,"23,115",bilibili
Ginga Nagareboshi Gin,Toei Animation,21,Manga,"Action,Adventure,Drama","Apr 7, 1986",8.04,"23,032",Shounen
Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,Toei Animation,25,Original,"Action,Adventure,Comedy,Fantasy","Oct 2, 2011, 06:30 (JST)",6.42,"23,017",Shounen
Quanzhi Fashi IV,Shanghai Foch Film and TV Culture Investment,12,Web manga,"Action,Fantasy",,7.33,"22,963",School
Kekkai Sensen & Beyond: Zapp Renfro Ingaouhouchuu!!/Baccardio no Shizuku,Bones,1,Manga,"Action,Comedy,Fantasy,Supernatural",,7.17,"22,918","Super Power,Vampire"
Cyber City Oedo 808,Madhouse,3,Original,"Action,Adventure,Sci-Fi",,7.18,"22,776",Police
Detective Conan Movie 22: Zero the Enforcer,TMS Entertainment,1,Manga,"Action,Drama,Mystery",,7.83,"22,760",Police
W'z,GoHands,13,Original,Action,"Jan 6, 2019, 01:30 (JST)",5.54,"22,747",Music
Sword Gai The Animation Part II,DLE,12,Manga,"Action,Supernatural",,5.76,"22,742",Seinen
Mahou Sensei Negima!: Mou Hitotsu no Sekai,Shaft,4,Manga,"Action,Adventure,Supernatural,Ecchi",,7.60,"22,667",Shounen
Nurarihyon no Mago OVA,Studio Deen,2,Manga,"Action,Supernatural",,7.71,"22,653",Demons
Biohazard: Damnation,Digital Frontier,1,Game,"Action,Horror,Sci-Fi",,7.15,"22,637",-
Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,Phoenix Entertainment,7,Manga,"Action,Drama,Sci-Fi",,7.82,"22,629","Mecha,Super Power"
One Piece: Episode of Sorajima,Toei Animation,1,Manga,"Action,Adventure,Comedy,Drama,Fantasy",,7.15,"22,624",Super Power
Lupin III: The First,Marza Animation Planet,1,Manga,"Action,Adventure,Comedy,Mystery",,7.83,"22,566",Seinen
Tales of Symphonia The Animation: Sekai Tougou-hen,ufotable,3,Game,"Action,Adventure,Fantasy",,7.45,"22,389",Martial Arts
Strike Witches: Operation Victory Arrow,SILVER LINK.,3,Original,"Action,Sci-Fi,Ecchi",,7.35,"22,382",Military
Dies Irae: Reimei,A.C.G.T.,1,Visual novel,Action,,5.34,"22,372",Super Power
Ajin Part 3: Shougeki,Polygon Pictures,1,Manga,"Action,Horror,Mystery,Supernatural",,7.26,"22,357",Seinen
Toaru Majutsu no Index-tan Movie: Endymion no Kiseki - Ga Attari Nakattari,J.C.Staff,1,-,"Action,Sci-Fi",,7.10,"22,348",Super Power
Bokura no Nanokakan Sensou,Ajia-Do,1,Novel,"Action,Comedy,Drama",,6.69,"22,256",-
Monster Strike,Studio Hibari,51,Game,"Action,Fantasy",,6.44,"22,245",Game
Fate/Zero Remix,ufotable,2,Light novel,"Action,Fantasy,Supernatural",,7.05,"22,239",Aniplex of America
Battle Girl High School,SILVER LINK.,12,Game,"Action,Sci-Fi","Jul 3, 2017, 00:30 (JST)",5.82,"22,212",School
Mutsu Enmei Ryuu Gaiden: Shura no Toki,Studio Comet,26,Manga,Action,"Apr 6, 2004, 18:00 (JST)",7.57,"22,163","Historical,Martial Arts,Samurai"
UQ Holder!: Mahou Sensei Negima! 2 (OVA),J.C.Staff,3,Manga,"Action,Fantasy,Sci-Fi",,7.21,"22,099",Shounen
Uchuu no Stellvia,Xebec,26,Original,"Action,Romance,Sci-Fi","Apr 3, 2003, 01:00 (JST)",7.37,"22,037","Mecha,Space"
Elsword: El-ui Yeoin,DR Movie,12,Game,"Action,Fantasy",,6.00,"22,014",-
Garo Movie: Divine Flame,MAPPA,1,Original,"Action,Fantasy,Supernatural",,7.58,"21,958",Demons
Shingeki no Kyotou,-,1,Manga,"Action,Fantasy",,6.39,"21,947",Shounen
Cardfight!! Vanguard: Asia Circuit-hen,TMS Entertainment,39,Original,"Action,Adventure","Apr 8, 2012, 10:00 (JST)",6.80,"21,908","Demons,Game"
Tiger & Bunny Movie 1: The Beginning,Sunrise,1,Original,"Action,Comedy,Mystery",,7.43,"21,871",Super Power
Pokemon Crystal: Raikou Ikazuchi no Densetsu,OLM,1,Game,"Action,Adventure,Comedy,Fantasy",,6.86,"21,866",Kids
"Kuusen Madoushi Kouhosei no Kyoukan: Lecty no, Ikimonogatari",Diomedéa,1,Light novel,"Action,Drama,Fantasy",,6.42,"21,796",School
City Hunter 2,Sunrise,63,Manga,"Action,Comedy,Mystery","Apr 2, 1988",8.06,"21,756",Shounen
Servamp Movie: Alice in the Garden,Platinum Vision,1,Manga,"Action,Comedy,Drama,Supernatural",,7.23,"21,735",Vampire
"Hataraku Saibou!!: Saikyou no Teki, Futatabi. Karada no Naka wa ""Chou"" Oosawagi!",David Production,1,Manga,"Action,Comedy",,7.29,"21,687",Shounen
Gunslinger Girl: Il Teatrino OVA,Artland,2,Manga,"Action,Drama,Sci-Fi",,6.99,"21,684",Military
Freedom,Sunrise,7,Original,"Action,Adventure,Sci-Fi",,7.43,"21,666",Space
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,Seven Arcs,1,Original,"Action,Comedy,Drama,Sci-Fi",,8.15,"21,596",-
Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,Studio Deen,12,Manga,"Action,Comedy,Drama,Mystery,Supernatural","Jul 7, 2020, 19:00 (JST)",6.88,"21,580",Shounen
Toshokan Sensou: Kakumei no Tsubasa,Production I.G,1,Novel,"Action,Comedy,Romance",,7.78,"21,521",Military
Promare: Lio-hen,Trigger,1,Original,"Action,Sci-Fi",,7.04,"21,449","Mecha,Super Power"
Chain Chronicle: Haecceitas no Hikari Part 1,Graphinica,1,Game,"Action,Adventure,Fantasy",,7.03,"21,370",Shounen
Seikai no Senki II,Sunrise,10,Light novel,"Action,Romance,Sci-Fi","Jul 11, 2001",7.82,"21,335","Military,Space"
Promare: Galo-hen,Trigger,1,Original,"Action,Sci-Fi",,6.90,"21,318","Mecha,Super Power"
Dragon Drive,Madhouse,38,Manga,"Action,Adventure,Comedy,Fantasy,Sci-Fi","Jul 4, 2002, 18:00 (JST)",6.71,"21,308",School
Prism Ark,Front Line,12,Visual novel,"Action,Comedy,Drama,Fantasy","Oct 8, 2007",6.43,"21,269",-
Fate/kaleid liner Prisma☆Illya Movie: Licht - Namae no Nai Shoujo,SILVER LINK.,1,Manga,"Action,Fantasy",,6.87,"21,253",Sentai Filmworks
Tenchi Muyou! in Love,AIC,1,-,"Action,Comedy,Romance,Sci-Fi",,7.42,"21,213","School,Space"
Triage X: Recollection XOXO,Xebec,1,Manga,"Action,Ecchi",,6.51,"21,157",School
iDOLM@STER Xenoglossia,Sunrise,26,Original,"Action,Comedy,Sci-Fi","Apr 3, 2007, 02:30 (JST)",6.50,"21,097",Mecha
Strike the Blood: Kieta Seisou-hen,Connect,1,Light novel,"Action,Fantasy,Supernatural,Ecchi",,6.93,"21,091","Harem,Vampire"
Bakumatsu,Studio Deen,12,Game,Action,"Oct 5, 2018, 01:58 (JST)",5.73,"21,084","Historical,Samurai"
AIKa R-16: Virgin Mission,Studio Fantasia,3,Original,"Action,Comedy,Ecchi",,5.93,"21,065",Bandai Entertainment
Phantasy Star Online 2: Episode Oracle,Gonzo,25,Game,"Action,Sci-Fi","Oct 7, 2019, 22:30 (JST)",6.55,"21,058",Space
Duel Masters,A.C.G.T.,26,Manga,"Action,Comedy,Fantasy","Oct 21, 2002",5.83,"21,030",Game
Ultraman,Production I.G,13,Manga,"Action,Sci-Fi",,6.70,"21,003",Super Power
Aquarion Logos,Satelight,26,Original,"Action,Comedy,Drama,Fantasy,Romance,Sci-Fi","Jul 3, 2015, 00:00 (JST)",5.72,"20,980",Mecha
Honoo no Mirage,Madhouse,13,Light novel,"Action,Boys Love,Drama,Romance,Supernatural","Jan 7, 2002",6.54,"20,975","Historical,School"
Beelzebub Specials,Pierrot Plus,16,Original,"Action,Comedy,Supernatural",,7.36,"20,946","Demons,School"
Detective Conan Movie 23: The Fist of Blue Sapphire,TMS Entertainment,1,Manga,"Action,Comedy,Drama,Mystery",,7.83,"20,740",Police
Sengoku Musou,Tezuka Productions,12,Game,Action,"Jan 12, 2015, 01:35 (JST)",6.54,"20,735","Historical,Samurai"
Devilman Lady,TMS Entertainment,26,Manga,"Action,Drama,Horror","Oct 10, 1998, 01:40 (JST)",6.62,"20,667",Psychological
Sword Art Online: Progressive Movie - Kuraki Yuuyami no Scherzo,-,1,Light novel,"Action,Adventure,Fantasy,Romance",,N/A,"20,652",Game
K: Seven Stories Movie 2 - Side:Blue - Tenrou no Gotoku,GoHands,1,Manga,"Action,Supernatural",,7.30,"20,651",Super Power
Soul Link,Picture Magic,12,Visual novel,"Action,Adventure,Comedy,Romance,Sci-Fi","Apr 2, 2006",6.12,"20,627","Military,Space"
Saiyuuki Reload Gunlock,Studio Pierrot,26,Manga,"Action,Adventure,Comedy,Drama,Supernatural","Apr 2, 2004",7.40,"20,626",Demons
Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,Production I.G,4,Novel,"Action,Drama,Sci-Fi",,7.98,"20,577","Military,Space"
Chiisana Eiyuu: Kani to Tamago to Toumei Ningen,Studio Ponoc,3,Original,"Action,Adventure,Drama,Fantasy",,6.86,"20,508",GKIDS
Black Cat (TV): Toozakaru Neko,Gonzo,1,Manga,"Action,Adventure,Comedy,Sci-Fi",,7.11,"20,497",Super Power
Luger Code 1951,Studio Deen,1,Manga,"Action,Fantasy",,6.44,"20,476",Shounen
Dokidoki! Precure,Toei Animation,49,Original,"Action,Fantasy","Feb 3, 2013",6.59,"20,462",Shoujo
Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru Recap,White Fox,1,Light novel,"Action,Adventure,Comedy,Fantasy",,6.26,"20,445",-
Iria: Zeiram The Animation,Ashi Production,6,Original,"Action,Adventure,Sci-Fi",,7.06,"20,424",Space
Ginga Eiyuu Densetsu Gaiden,Artland,24,Novel,"Action,Drama,Sci-Fi",,8.14,"20,362","Military,Space"
Gate Keepers,Gonzo,24,Game,"Action,Comedy,Fantasy,Sci-Fi","Apr 3, 2000",6.94,"20,247",Mecha
Dantalian no Shoka: Ibarahime,Gainax,1,Light novel,"Action,Mystery",,7.16,"20,236",Historical
Wu Liuqi Zhi Xuanwu Guo Pian,-,10,Original,"Action,Adventure,Comedy,Drama,Mystery",,8.44,"20,221","Martial Arts,Super Power"
Megami Kouhosei,Xebec,12,Manga,"Action,Sci-Fi","Jan 20, 2000, 18:00 (JST)",6.38,"20,200","Mecha,Military,Space"
Soul Buster,Studio Pierrot,12,Manga,Action,"Oct 4, 2016, 18:30 (JST)",5.79,"20,183",Samurai
Tetsuwan Birdy Decode: The Cipher,A-1 Pictures,1,Manga,"Action,Comedy,Sci-Fi",,7.29,"20,164",Funimation
Soukou Kihei Votoms,Sunrise,52,Original,"Action,Drama,Sci-Fi","Apr 1, 1983",7.71,"20,026","Mecha,Military,Space"
Strike Witches: Road to Berlin,David Production,12,Original,"Action,Sci-Fi,Ecchi","Oct 8, 2020, 01:05 (JST)",7.33,"19,990",Military
Sidonia no Kishi: Ai Tsumugu Hoshi,Polygon Pictures,1,Manga,"Action,Sci-Fi",,7.28,"19,942","Mecha,Space"
Soukyuu no Fafner: Dead Aggressor - Exodus,I.Gzwei,13,Original,"Action,Drama,Sci-Fi","Jan 9, 2015, 02:19 (JST)",7.38,"19,901","Mecha,Military"
Grisaia: Phantom Trigger The Animation - Stargazer,Bibury Animation Studios,1,Visual novel,Action,,6.94,"19,879",School
Tekken: Blood Vengeance,-,1,Game,"Action,Fantasy,Sci-Fi,Supernatural",,6.63,"19,852",Martial Arts
D_Cide Traumerei the Animation,SANZIGEN,13,Other,"Action,Drama,Fantasy","Jul 10, 2021, 22:30 (JST)",5.88,"19,834",-
One Piece 3D: Gekisou! Trap Coaster,Toei Animation,1,Manga,"Action,Adventure,Comedy,Fantasy",,6.95,"19,823",Shounen
Taiho Shichau zo,Studio Deen,4,Manga,"Action,Comedy",,7.46,"19,814",Police
"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",HORNETS,?,Light novel,"Action,Fantasy","??? ??, ????",N/A,"19,810",-
The Third: Aoi Hitomi no Shoujo,Xebec,24,Light novel,"Action,Adventure,Sci-Fi","Apr 14, 2006",7.32,"19,763",Seinen
Golden Kamuy OVA,Geno Studio,1,Manga,"Action,Adventure",,7.21,"19,752",Historical
Tiger Mask W,Toei Animation,38,Manga,"Action,Drama,Sports","Oct 2, 2016, 02:30 (JST)",6.95,"19,717",Shounen
Tennis no Ouji-sama Movie 1: Futari no Samurai - The First Game,Production I.G,1,Manga,"Action,Sports",,7.35,"19,686",Shounen
Douluo Dalu,Sparkly Key Animation Studio,26,Novel,"Action,Adventure,Fantasy,Romance",,7.87,"19,668","Historical,Martial Arts"
Majutsushi Orphen Hagure Tabi: Kimluck-hen,Studio Deen,11,Light novel,"Action,Adventure,Drama,Fantasy","Jan 20, 2021, 21:00 (JST)",6.15,"19,642",Martial Arts
The God of Highschool,-,1,Web manga,"Action,Fantasy,Sci-Fi,Supernatural",,6.95,"19,635",Martial Arts
Dragon's Dogma,Sublimation,7,Game,"Action,Adventure,Fantasy",,5.81,"19,617",-
Hakuouki Movie 2: Shikon Soukyuu,Studio Deen,1,Visual novel,"Action,Drama,Supernatural",,7.73,"19,448","Historical,Samurai"
Astro Boy: Tetsuwan Atom,Tezuka Productions,50,Manga,"Action,Adventure,Sci-Fi","Apr 6, 2003",6.99,"19,410","Mecha,Super Power"
Cardfight!! Vanguard: Link Joker-hen,TMS Entertainment,59,Original,"Action,Adventure","Jan 13, 2013, 10:00 (JST)",7.13,"19,362","Demons,Game"
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,Xebec,26,Original,"Action,Drama,Sci-Fi",,7.66,"19,350","Military,Space"
Arslan Senki,animate Film,6,Light novel,"Action,Adventure,Drama,Fantasy",,6.91,"19,270",Historical
Mobile Suit Gundam: Hathaway's Flash,Sunrise,1,Novel,"Action,Drama,Sci-Fi",,7.91,"19,267","Mecha,Military,Space"
Imanara Maniau! Log Horizon,Satelight,1,Light novel,"Action,Adventure,Fantasy",,6.78,"19,182",Shounen
Queen's Blade: Utsukushiki Toushi-tachi,Arms,6,Other,"Action,Adventure,Fantasy,Ecchi",,6.56,"19,172","NYAV Post,Sentai Filmworks"
Dragon Ball Z: Atsumare! Gokuu World,Toei Animation,1,Manga,"Action,Adventure,Comedy,Fantasy",,6.46,"19,169","Martial Arts,Super Power"
Drifters: The Outlandish Knight,Hoods Drifters Studio,1,Manga,"Action,Adventure,Comedy,Fantasy",,7.33,"19,141","Historical,Samurai"
Utawarerumono OVA,Chaos Project,3,Visual novel,"Action,Comedy,Fantasy",,7.21,"19,123",Sentai Filmworks
Dies Irae: To the Ring Reincarnation,A.C.G.T.,6,Visual novel,Action,,6.01,"19,074",Super Power
Digimon X-Evolution,Toei Animation,1,Original,"Action,Adventure,Fantasy,Sci-Fi",,7.09,"19,069",-
Gangsta. Recap,Manglobe,1,Manga,"Action,Drama",,6.45,"18,818",Seinen
CLAMP in Wonderland 2,Madhouse,1,Manga,"Action,Comedy,Drama,Fantasy,Romance",,7.46,"18,809",Music
Coyote Ragtime Show,ufotable,12,Original,"Action,Adventure,Comedy,Sci-Fi","Jul 4, 2006",6.64,"18,798",Mecha
Xenosaga The Animation,Toei Animation,12,Game,"Action,Sci-Fi","Jan 6, 2005, 02:42 (JST)",6.35,"18,724","Mecha,Space"
Tenchi Muyou! Ryououki 3rd Season,AIC,6,Original,"Action,Comedy,Sci-Fi",,7.30,"18,677","Harem,Space"
Shaman King Specials,Nippon Animation,5,Manga,"Action,Comedy,Supernatural",,7.27,"18,652",Shounen
Mezzo DSA,Arms,13,Original,"Action,Adventure,Comedy,Mystery,Sci-Fi","Jan 4, 2004, 23:30 (JST)",6.67,"18,648","ADV Films,Sentai Filmworks"
Pokemon Movie 22: Mewtwo no Gyakushuu Evolution,OLM,1,Game,"Action,Adventure,Comedy,Fantasy",,6.09,"18,625",Kids
One Piece Film: Gold Episode 0 - 711 ver.,Toei Animation,1,Manga,"Action,Adventure,Comedy,Fantasy",,7.18,"18,623",Super Power
"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen (Zoku-hen)",-,?,Light novel,"Action,Fantasy,Romance",,N/A,"18,562",Military
Isekai Cheat Magician: Yoiboshi no Matsuri to Majutsushi,Encourage Films,1,Light novel,"Action,Adventure,Fantasy",,6.26,"18,544",-
Schoolgirl Strikers: Animation Channel,J.C.Staff,13,Game,"Action,Sci-Fi","Jan 7, 2017, 00:30 (JST)",5.71,"18,523",School
Kyuuketsuhime Miyu,AIC,4,Manga,"Action,Drama,Horror",,6.98,"18,419","Demons,Vampire"
One Piece Recap,Toei Animation,1,Manga,"Action,Adventure,Comedy,Fantasy",,7.16,"18,417",Super Power
Tsugumomo OVA,Zero-G,1,Manga,"Action,Comedy,Supernatural,Ecchi",,6.91,"18,410",School
Zipang,Studio Deen,26,Manga,"Action,Drama,Sci-Fi","Oct 8, 2004",7.50,"18,391","Historical,Military"
Mobile Suit Gundam Thunderbolt 2nd Season,Sunrise,4,Manga,"Action,Drama,Sci-Fi",,7.27,"18,384","Mecha,Military,Space"
Major Movie: Yuujou no Winning Shot,Xebec,1,Manga,"Action,Sports",,8.00,"18,346",Shounen
Densetsu no Yuusha no Densetsu: Iris Report,Zexcs,1,-,"Action,Adventure,Fantasy",,6.54,"18,314",Shounen
Sekai Seifuku: Bouryaku no Zvezda - Shin Zvezda Daisakusen,A-1 Pictures,1,Original,"Action,Comedy,Fantasy",,6.74,"18,287",Aniplex of America
Muteki Kanban Musume,Telecom Animation Film,12,Manga,"Action,Comedy","Jul 5, 2006",7.10,"18,284","Martial Arts,Parody"
009-1,Ishimori Entertainment,12,Manga,"Action,Sci-Fi","Oct 6, 2006, 01:25 (JST)",6.23,"18,221",Mecha
Levius,Polygon Pictures,12,Manga,"Action,Sci-Fi",,7.20,"18,206","Martial Arts,Mecha"
Biohazard: Vendetta,Marza Animation Planet,1,Game,"Action,Horror,Sci-Fi",,7.01,"18,121",-
Mai-Otome Zwei,Sunrise,4,Original,Action,,7.26,"18,115","Bandai Entertainment,Funimation"
Space Cobra,Tokyo Movie Shinsha,31,Manga,"Action,Adventure,Sci-Fi","Oct 7, 1982",7.69,"18,052",Space
Mouse,Production Reed,12,Manga,"Action,Comedy,Ecchi","Jan 6, 2003",6.00,"18,037",Harem
Vexille: 2077 Nihon Sakoku,Oxybot,1,Original,"Action,Sci-Fi",,6.93,"18,006",Military
K: Seven Stories Movie 5 - Memory of Red - Burn,GoHands,1,Manga,"Action,Supernatural",,7.62,"17,995",Super Power
Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,Production I.G,4,Novel,"Action,Drama,Sci-Fi",,8.22,"17,916","Military,Space"
Tailenders,Picograph,1,Original,"Action,Adventure,Sci-Fi",,6.73,"17,832",Cars
Mobile Suit Gundam Thunderbolt: December Sky,Sunrise,1,Manga,"Action,Drama,Sci-Fi",,7.93,"17,804","Mecha,Military,Space"
Key the Metal Idol,Studio Pierrot,15,Original,"Action,Drama,Sci-Fi",,6.90,"17,780","Mecha,Music,Psychological"
High School Fleet OVA,Production IMS,2,Original,Action,,7.22,"17,777","Military,School"
Pastel Memories,Project No.9,12,Game,"Action,Adventure,Sci-Fi","Jan 8, 2019, 00:30 (JST)",5.12,"17,712",Sentai Filmworks
Rurouni Kenshin Special,Studio Deen,1,Manga,"Action,Romance",,7.33,"17,623","Historical,Samurai"
Night Walker: Mayonaka no Tantei,AIC,12,Visual novel,"Action,Horror,Mystery","Jul 9, 1998, 01:45 (JST)",6.94,"17,604",Vampire
Lupin III: Part III,Tokyo Movie Shinsha,50,Manga,"Action,Adventure,Comedy","Mar 3, 1984",7.31,"17,570",Seinen
Yuu☆Yuu☆Hakusho: Two Shots/Noru ka Soru ka,Studio Pierrot,2,Manga,"Action,Adventure,Comedy,Supernatural",,7.42,"17,515","Demons,Martial Arts"
Kyoukai Senki,Sunrise Beyond,?,Original,"Action,Sci-Fi","Oct 5, 2021, 01:30 (JST)",6.54,"17,512",Mecha
K: Seven Stories Movie 3 - Side:Green - Uwagaki Sekai,GoHands,1,Manga,"Action,Supernatural",,7.13,"17,429",Super Power
Senran Kagura Estival Versus: Mizugi-darake no Zenyasai,Artland,1,Game,"Action,Comedy,Ecchi",,6.50,"17,416",-
Riding Bean,AIC,1,Manga,Action,,7.07,"17,398","Cars,Police"
Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,Production I.G,4,Novel,"Action,Drama,Sci-Fi",,8.09,"17,382","Military,Space"
Devils Line: Anytime Anywhere,Platinum Vision,1,Manga,"Action,Drama,Romance,Supernatural",,6.90,"17,326",Vampire
Ginga Eiyuu Densetsu Gaiden (1999),Artland,28,Novel,"Action,Drama,Sci-Fi",,8.08,"17,325","Military,Space"
City Hunter '91,Sunrise,13,Manga,"Action,Comedy,Mystery","Apr 28, 1991",7.76,"17,317",Shounen
Daicon Opening Animations,Gainax,2,Other,"Action,Adventure,Sci-Fi",,7.72,"17,290","Mecha,Music"
Shika no Ou: Yuna to Yakusoku no Tabi,Production I.G,1,Novel,"Action,Adventure,Fantasy",,N/A,"17,283",GKIDS
Weiß Kreuz,Magic Bus,25,Original,"Action,Drama","Apr 9, 1998",6.71,"17,279",Shounen
Medarot Damashii,Trans Arts,39,Game,"Action,Adventure,Sci-Fi","Jul 7, 2000, 18:00 (JST)",6.64,"17,248","ADV Films,Discotek Media"
Persona 4 the Animation: The Factor of Hope,AIC ASTA,1,Game,"Action,Adventure,Mystery,Supernatural",,7.32,"17,241","School,Super Power"
City Hunter 3,Sunrise,13,Manga,"Action,Comedy,Mystery","Oct 15, 1989",7.81,"17,205",Shounen
Sabage-bu! Specials,Pierrot Plus,6,Manga,"Action,Comedy",,7.28,"17,198",Military
Shin Angyo Onshi,OLM Digital,1,Manga,"Action,Fantasy",,6.86,"17,171","ADV Films,Funimation,OLM Digital"
Chuuka Ichiban!,Nippon Animation,52,Manga,"Action,Comedy,Drama,Gourmet","Apr 27, 1997, 19:30 (JST)",7.61,"17,141",Shounen
Tokyo Babylon,Madhouse,2,Manga,"Action,Mystery,Supernatural",,6.71,"17,097",Central Park Media
K: Seven Stories Movie 4 - Lost Small World - Ori no Mukou ni,GoHands,1,Light novel,"Action,Supernatural",,7.43,"17,086",Super Power
Shingeki no Kyojin-ten 360° Taikan Theater,-,3,Manga,"Action,Fantasy",,7.29,"17,033",Super Power
Cestvs: The Roman Fighter,Bandai Namco Pictures,11,Manga,"Action,Drama","Apr 15, 2021, 00:55 (JST)",5.99,"16,987",Historical
Fairy Ranmaru: Anata no Kokoro Otasuke Shimasu,Studio Comet,12,Original,"Action,Slice of Life","Apr 8, 2021, 23:00 (JST)",5.97,"16,973",-
Overlord Movie: Ple Ple Pleiades,Madhouse,2,Light novel,"Action,Comedy,Fantasy",,6.87,"16,955",-
Yawara!,Madhouse,124,Manga,"Action,Comedy,Drama,Romance,Slice of Life,Sports","Oct 16, 1989, 07:30 (JST)",7.48,"16,901",Martial Arts
.hack//The Movie: Sekai no Mukou ni,Anima,1,Game,"Action,Adventure,Fantasy,Mystery,Sci-Fi",,7.11,"16,871",Game
Juubee-chan: Lovely Gantai no Himitsu,Madhouse,13,Original,"Action,Adventure,Comedy,Drama","Apr 6, 1999, 01:15 (JST)",6.66,"16,869",Shounen
Senyuu. Specials,LIDENFILMS,4,Web manga,"Action,Comedy,Fantasy",,7.04,"16,825",Shounen
Cutie Honey Universe,Production Reed,12,Manga,"Action,Comedy,Romance,Sci-Fi","Apr 8, 2018, 21:00 (JST)",5.42,"16,813",Shounen
Souten Kouro,Madhouse,26,Manga,"Action,Adventure","Apr 8, 2009",7.27,"16,787",Historical
Golden Kamuy 2nd Season OVA,Geno Studio,3,Manga,"Action,Adventure",,7.51,"16,777",Historical
Valkyrie Drive: Mermaid Specials,Arms,6,Original,"Action,Fantasy,Girls Love,Ecchi",,6.15,"16,704",Funimation
Kiddy GiRL-AND,Satelight,24,Original,"Action,Comedy,Sci-Fi","Oct 16, 2009",6.86,"16,699",Super Power
Appleseed Alpha,Sola Digital Arts,1,Manga,"Action,Adventure,Sci-Fi",,7.00,"16,645","Mecha,Military,Police"
Hakumei no Tsubasa,FILMONY,7,Game,"Action,Adventure,Comedy,Fantasy",,7.57,"16,601",Kids
Tesla Note,Gambit,13,Manga,"Action,Suspense","Oct 3, 2021, 23:00 (JST)",3.70,"16,557",Shounen
AIKa Zero,Studio Fantasia,3,Original,"Action,Adventure,Comedy,Ecchi",,5.89,"16,534",-
HeatGuy J,Satelight,25,Original,"Action,Adventure,Sci-Fi","Oct 2, 2002, 01:50 (JST)",7.15,"16,506","Mecha,Police"
Cat's Eye,Tokyo Movie Shinsha,73,Manga,"Action,Adventure,Comedy,Mystery,Romance","Jul 11, 1983",7.19,"16,504",Nozomi Entertainment
Xie Wang Zhui Qi,KJJ Animation,13,Novel,"Action,Comedy,Drama,Fantasy,Romance",,6.75,"16,498",Martial Arts
Mutafukaz,Ankama Animations,1,Manga,"Action,Sci-Fi",,7.08,"16,495","Psychological,Super Power"
Sentou Yousei Yukikaze,Gonzo,5,Novel,"Action,Drama,Sci-Fi",,7.20,"16,433","Military,Psychological,Space"
K: Seven Stories Movie 6 - Circle Vision - Nameless Song,GoHands,1,Original,"Action,Supernatural",,7.16,"16,425",Super Power
Yingxiong Zai Lin,BigFireBird Animation,12,Novel,"Action,Sci-Fi",,7.01,"16,404",-
009 Re:Cyborg,Production I.G,1,Manga,"Action,Adventure,Sci-Fi",,6.49,"16,339",Mecha
Blood-C: Special Edition,Production I.G,2,-,"Action,Horror,Supernatural",,6.74,"16,299","School,Vampire"
Armitage III: Dual-Matrix,AIC,1,Original,"Action,Adventure,Sci-Fi",,6.85,"16,298",Mecha
Dororon Enma-kun Meeramera,Brain's Base,12,Manga,"Action,Comedy,Supernatural,Ecchi","Apr 8, 2011",6.50,"16,294","Demons,Parody,Super Power"
Seikai no Senki III,Sunrise,2,Light novel,"Action,Romance,Sci-Fi",,7.68,"16,224","Military,Space"
Megazone 23,AIC,4,Original,"Action,Mystery,Romance,Sci-Fi",,6.78,"16,189","Mecha,Music"
Gakuen Basara,Brain's Base,12,Game,"Action,Comedy","Oct 5, 2018, 01:28 (JST)",6.18,"16,165",School
Chu Feng: B.E.E,Haoliners Animation League,6,Manga,"Action,Comedy,Fantasy,Romance,Sci-Fi",,5.89,"16,135","Mecha,School"
Kage no Jitsuryokusha ni Naritakute!,Nexus,?,Light novel,"Action,Comedy,Fantasy","??? ??, 2022",N/A,"16,116",-
Fate/kaleid liner Prisma☆Illya: Prisma☆Phantasm,SILVER LINK.,1,Manga,"Action,Comedy",,6.59,"16,113",Game
Omae Umasou da na,Ajia-Do,1,Picture book,"Action,Adventure,Fantasy",,8.03,"16,109",Kids
Ikkitousen: Shuugaku Toushi Keppuuroku,Arms,1,Manga,"Action,Ecchi",,6.62,"16,097","Martial Arts,School,Super Power"
Baldr Force Exe Resolution,Satelight,4,Visual novel,"Action,Drama,Sci-Fi",,6.45,"16,077",Mecha
Project A-Ko,APPP,1,Original,"Action,Adventure,Comedy,Sci-Fi",,6.84,"16,032","Mecha,Super Power"
